fish_key,fish_label,year,month,qty,amt,price
えっちゅうばい,ｴｯﾁｭｳﾊﾞｲ,2005,4,79092.0,48555945,613.9172735548475
えび類,ｴﾋﾞ類,2005,4,8781.37,9851543,1121.8685694828937
おきなまこ,ｵｷﾅﾏｺ,2005,4,318.0,63600,200.0
かいそう海藻,ｶｲｿｳ(海藻),2005,4,40786.74,27365040,670.9298168963737
かさご,ｶｻｺﾞ,2005,4,25118.1,27823425,1107.7042053340022
かじき類,ｶｼﾞｷ類,2005,4,0.0,0,
かたくちいわし,かたくちいわし,2005,4,991731.52,50026864,50.44395886499604
かつお,かつお,2005,4,0.0,0,
かながしら,かながしら,2005,4,104628.0,10411992,99.51439385250602
かに類,ｶﾆ類,2005,4,45890.28,73336050,1598.0737097267656
がざみ,ｶﾞｻﾞﾐ,2005,4,19448.8,11336640,582.8966311546213
がすえびとげざこえび,ｶﾞｽｴﾋﾞ(ﾄｹﾞｻﾞｺｴﾋﾞ),2005,4,109772.1,93681000,853.4135723011584
がんどぶり,ｶﾞﾝﾄﾞ(ﾌﾞﾘ),2005,4,792930.71,327501825,413.02704116479487
きだい,ｷﾀﾞｲ,2005,4,137106.9,107973075,787.5101471917169
ぎょるい魚類,ｷﾞｮﾙｲ(魚類),2005,4,2935966.9,1150553021,391.8821499656553
くじら類,ｸｼﾞﾗ類,2005,4,0.0,0,
くるまえび,ｸﾙﾏｴﾋﾞ,2005,4,5872.2300000000005,4840710,824.3393055108536
くろだい,ｸﾛﾀﾞｲ,2005,4,149513.64,166777582,1115.4673379632786
くろまぐろ,ｸﾛﾏｸﾞﾛ,2005,4,3720.0,14820000,3983.8709677419356
けんさきいか,ｹﾝｻｷｲｶ,2005,4,10904.76,11637360,1067.181671123436
こぞくらぶり,ｺｿﾞｸﾗ(ﾌﾞﾘ),2005,4,129.0,32520,252.09302325581396
こたまがい,ｺﾀﾏｶﾞｲ,2005,4,0.0,0,
このしろ,ｺﾉｼﾛ,2005,4,531808.2,4175190,7.8509319713385395
こぶだい,ｺﾌﾞﾀﾞｲ,2005,4,1733.4,620910,358.20353063343714
ごまさば,ｺﾞﾏｻﾊﾞ,2005,4,669.9,133728,199.62382445141066
さくらます,ｻｸﾗﾏｽ,2005,4,147714.11000000002,243603103,1649.1525623381542
さけ,さけ,2005,4,0.0,0,
さざえ,ｻｻﾞｴ,2005,4,253286.5,170943200,674.900557274075
さめ類,ｻﾒ類,2005,4,6497.27,420762,64.7598145067082
さより,さより,2005,4,834264.0599999999,861920325,1033.150493142423
さわら,さわら,2005,4,1479103.85,1390210640,939.900629695474
しいら,しいら,2005,4,0.0,0,
しびこくろまぐろ,ｼﾋﾞｺ(ｸﾛﾏｸﾞﾛ),2005,4,0.0,0,
しまえびもろとげあかえび,ｼﾏｴﾋﾞ(ﾓﾛﾄｹﾞｱｶｴﾋﾞ),2005,4,23465.89,48683670,2074.656874297118
しろがすくろざこえび,ｼﾛｶﾞｽ(ｸﾛｻﾞｺｴﾋﾞ),2005,4,4667.4,4263975,913.5653682992673
しろぎす,ｼﾛｷﾞｽ,2005,4,21138.9,32240248,1525.162047221
しわかくろまぐろ,ｼﾜｶ(ｸﾛﾏｸﾞﾛ),2005,4,158.39999999999998,289320,1826.5151515151517
すけとうだら,ｽｹﾄｳﾀﾞﾗ,2005,4,31227.52,6305440,201.91933269116473
すずき,すずき,2005,4,495924.69,321128883,647.535582469185
するめいか,するめいか,2005,4,8438204.16,2023584084,239.81217396854262
そうはち,ｿｳﾊﾁ,2005,4,394825.4,207016380,524.323865688479
そでいか,ｿﾃﾞｲｶ,2005,4,0.0,0,
その他,その他,2005,4,221339.04,70971120,320.64438338577776
その他のかれい科,その他のｶﾚｲ科,2005,4,326517.51,116933520,358.1232749202332
その他ふぐ類,その他ﾌｸﾞ類,2005,4,530550.4,232469483,438.1666341218478
たこ類,ﾀｺ類,2005,4,18621.0,17699850,950.5316578057033
たちうお,たちうお,2005,4,29923.25,11350745,379.32861570852094
ちかめきんとき,ﾁｶﾒｷﾝﾄｷ,2005,4,3481.5099999999998,4843432,1391.1871572966904
ちだい,ﾁﾀﾞｲ,2005,4,42790.4,29010368,677.9644032306311
