fish_key,fish_label,year,category,qty,amt,price
養殖はまち,養殖はまち,2006,鮮魚,618,586699,949.3511326860842
養殖ぶり,養殖ぶり,2006,鮮魚,2441797,2023885885,828.850999898845
養殖わらさ,養殖わらさ,2006,鮮魚,3803,2660371,699.5453589271627
魚介つくだに,魚介つくだに,2006,塩干,186312,94022781,504.6523090300142
黒皮かじき,黒皮かじき,2006,鮮魚,232072,160827509,693.0069504291771
あかいか,あかいか,2007,鮮魚,461934,621921091,1346.3418821736439
あからばちめ,あからばちめ,2007,鮮魚,435976,247895605,568.5992004147017
あさり,あさり,2007,鮮魚,576989,254372931,440.8627044883005
あなご,あなご,2007,鮮魚,82382,79063385,959.7167463766357
あまえび,あまえび,2007,鮮魚,684979,1082920316,1580.9540380070046
あゆ,あゆ,2007,鮮魚,188908,257415493,1362.650035996358
あら,あら,2007,鮮魚,17745,59515357,3353.9226260918567
あわび,あわび,2007,鮮魚,71873,547967705,7624.110653513837
あんこう,あんこう,2007,鮮魚,195249,141350800,723.9514671009839
いくら,いくら,2007,塩干,124653,511927152,4106.817742051936
うなぎ,うなぎ,2007,鮮魚,304517,512032438,1681.4576460427497
うに,うに,2007,鮮魚,79131,712585804,9005.140892949667
うに製品,うに製品,2007,塩干,29576,34744216,1174.7435758723288
うるめいわし,うるめいわし,2007,鮮魚,37586,9463537,251.7835630287873
かいみぬき,かいみぬき,2007,鮮魚,12344,36552625,2961.1653434867144
かき,かき,2007,鮮魚,561836,293605463,522.5821467474494
かす漬たら,かす漬たら,2007,塩干,6484,6597966,1017.5764959901295
かす漬ふぐ,かす漬ふぐ,2007,塩干,109,293402,2691.761467889908
かたくちいわし,かたくちいわし,2007,鮮魚,69644,9058243,130.0649445752685
かつお,かつお,2007,鮮魚,170326,104847236,615.5680048847504
かながしら,かながしら,2007,鮮魚,18905,4063352,214.93530811954508
かます,かます,2007,鮮魚,193296,111247154,575.5274501283006
かまぼこ,かまぼこ,2007,塩干,208606,176028105,843.8304986433756
かれい,かれい,2007,鮮魚,1527935,799647517,523.3517898339916
かわはぎ,かわはぎ,2007,鮮魚,371437,278626309,750.1307328026018
かんぱち,かんぱち,2007,鮮魚,44811,54132466,1208.0173618084846
きす,きす,2007,鮮魚,34180,31551533,923.0992685781158
こうばこがに,こうばこがに,2007,鮮魚,509937,693555724,1360.081194343615
このわた,このわた,2007,鮮魚,2987,27289201,9135.989621694007
こんぶ,こんぶ,2007,塩干,43064,28932836,671.856678432101
さけ,さけ,2007,鮮魚,933051,708055838,758.8608103951445
さば,さば,2007,鮮魚,2444696,709179263,290.0889366203405
さめ,さめ,2007,鮮魚,239,27166,113.6652719665272
さより,さより,2007,鮮魚,78785,108574284,1378.1085739671257
さわら,さわら,2007,鮮魚,186256,125075754,671.5260394296023
さんま,さんま,2007,鮮魚,1158909,383310493,330.7511573384968
しいら,しいら,2007,鮮魚,56509,7883141,139.50239784813039
しおから,しおから,2007,塩干,93583,85966145,918.6085613840121
しじみ,しじみ,2007,鮮魚,200012,178157965,890.7363808171509
しらうお,しらうお,2007,鮮魚,5097,13467463,2642.2332744751816
しらこ,しらこ,2007,鮮魚,268709,369079139,1373.5272692764293
すき身,すき身,2007,塩干,59674,63989042,1072.3102523712168
すけこ,すけこ,2007,塩干,505655,1211329224,2395.564612235615
すけそうだら,すけそうだら,2007,鮮魚,375741,109667313,291.86943399841914
すじこ,すじこ,2007,塩干,25162,60414176,2401.008504888324
すずき,すずき,2007,鮮魚,262845,197054822,749.6997165629934
すだこ,すだこ,2007,塩干,47970,84661651,1764.8874504898895
するめいか,するめいか,2007,鮮魚,1522043,508694054,334.2179255119599
ずわいがに,ずわいがに,2007,鮮魚,1961153,2414573217,1231.2008379764352
その他あじ,その他あじ,2007,鮮魚,63491,11795077,185.7755744908727
その他いか,その他いか,2007,鮮魚,311749,220667418,707.8368110242535
その他えび,その他えび,2007,鮮魚,217695,470889595,2163.07032775213
その他かい,その他かい,2007,鮮魚,552733,523751955,947.5677316172546
その他かに,その他かに,2007,鮮魚,480207,967480853,2014.7162640278048
その他冷凍魚,その他　冷凍魚,2007,冷凍魚,1813239,899852616,496.26806835723255
その他塩干加工品,その他塩干加工品,2007,塩干,3027127,2361844429,780.2264090670791
その他桜干,その他桜干,2007,塩干,351381,323056782,919.3917200986963
その他淡水魚,その他淡水魚,2007,鮮魚,55270,58251043,1053.9360050660393
その他魚介漬物,その他魚介漬物,2007,塩干,255711,260734959,1019.6470194868426
その他鮮魚,その他鮮魚,2007,鮮魚,995924,1314005789,1319.3835965394949
たい,たい,2007,鮮魚,993903,956784242,962.6535406372655
たいはくちりめん,たいはくちりめん,2007,塩干,330284,431282485,1305.7928479732593
たこ,たこ,2007,鮮魚,422471,484505405,1146.8370728405027
たちうお,たちうお,2007,鮮魚,81727,62366484,763.1074675443856
たづくり,たづくり,2007,塩干,5870,5326134,907.3482112436116
ちくわ,ちくわ,2007,塩干,177338,107577872,606.6261714917276
つばす,つばす,2007,鮮魚,116735,35391064,303.17440356362704
とびうお,とびうお,2007,鮮魚,118278,39377402,332.9224538798424
どじょう,どじょう,2007,鮮魚,29496,48045143,1628.8697789530784
なまこ,なまこ,2007,鮮魚,60348,78662532,1303.4820043746272
にぎす,にぎす,2007,鮮魚,341783,121590234,355.7527261449516
にしん,にしん,2007,鮮魚,12310,1897881,154.17392363931762
ぬか漬いわし,ぬか漬いわし,2007,塩干,111,251745,2267.972972972973
ぬか漬にしん,ぬか漬にしん,2007,塩干,1054,30240,28.690702087286528
ぬか漬ふぐ,ぬか漬ふぐ,2007,塩干,161,623858,3874.894409937888
はたはた,はたはた,2007,鮮魚,644975,266015983,412.4438668165433
はまぐり,はまぐり,2007,鮮魚,327743,195522917,596.5738917383437
はまち,はまち,2007,鮮魚,1677093,603762802,360.0055584275887
はむそーせーじ,ハムソーセージ,2007,塩干,6881,8151247,1184.6020927190816
ばいがい,ばいがい,2007,鮮魚,664123,570516502,859.052467690473
ひらまさ,ひらまさ,2007,鮮魚,145346,111003186,763.7168274324715
ひらめ,ひらめ,2007,鮮魚,348824,680064696,1949.5926197738688
ふぐ,ふぐ,2007,鮮魚,221858,209052873,942.2823292376205
ぶり,ぶり,2007,鮮魚,1108871,906097395,817.1350815378885
べにずわいがに,べにずわいがに,2007,鮮魚,89586,26029522,290.5534570133726
ほうぼう,ほうぼう,2007,鮮魚,24469,13855571,566.2499897829907
ほたて,ほたて,2007,鮮魚,587652,409389218,696.6524711904324
ぼうたら,ぼうたら,2007,塩干,9140,36608955,4005.3561269146608
ぼら,ぼら,2007,鮮魚,24232,5479888,226.14262132717067
まあじ,まあじ,2007,鮮魚,1567112,744276415,474.9350493136419
まいわし,まいわし,2007,鮮魚,832585,337079915,404.85946179669344
まかじき,まかじき,2007,鮮魚,522866,572613445,1095.1437748868734
まぐろ,まぐろ,2007,鮮魚,555700,1442286426,2595.4407522044266
まこ,まこ,2007,鮮魚,233399,236191434,1011.9642072159692
ます,ます,2007,鮮魚,26041,26692642,1025.0236934065513
まだら,まだら,2007,鮮魚,1794767,865285594,482.11583676321214
みそ漬品,みそ漬品,2007,塩干,90346,88847824,983.4173510725433
めじ,めじ,2007,鮮魚,251546,245908412,977.5882423095577
めだい,めだい,2007,鮮魚,245054,182273239,743.8084626245644
もずく,もずく,2007,鮮魚,202630,103540542,510.9832798697133
やなぎばちめ,やなぎばちめ,2007,鮮魚,100100,139248107,1391.08998001998
やりいか,やりいか,2007,鮮魚,475930,326450642,685.9215472863657
わかさぎ,わかさぎ,2007,鮮魚,24288,17439359,718.0236742424242
わかめ,わかめ,2007,塩干,160831,64315251,399.89337254633745
わらさ,わらさ,2007,鮮魚,784738,350643430,446.8286612856775
丸干あじ,丸干あじ,2007,塩干,2592,1410489,544.1701388888889
丸干いか,丸干いか,2007,塩干,57157,80628649,1410.652221075284
丸干いわし,丸干いわし,2007,塩干,188131,134538832,715.1337738065497
冷凍あかうお,冷凍あかうお,2007,冷凍魚,440741,247213748,560.904812577001
冷凍あじ,冷凍あじ,2007,冷凍魚,194998,51476198,263.983210084206
冷凍うなぎ,冷凍うなぎ,2007,冷凍魚,266565,546880634,2051.584544107441
冷凍えび,冷凍えび,2007,冷凍魚,1803868,2351672148,1303.6830566316382
冷凍おひょう,冷凍おひょう,2007,冷凍魚,6854,11844483,1728.1124890574847
冷凍かい,冷凍かい,2007,冷凍魚,415448,437145990,1052.227932256263
冷凍かじき,冷凍かじき,2007,冷凍魚,973337,708245916,727.6471725620212
冷凍かに,冷凍かに,2007,冷凍魚,2089210,2850579344,1364.4293029422604
冷凍かれい,冷凍かれい,2007,冷凍魚,969902,538639827,555.3548987423471
冷凍ぎんだら,冷凍ぎんだら,2007,冷凍魚,251596,363726215,1445.675666544778
冷凍くじら,冷凍くじら,2007,冷凍魚,42832,59135126,1380.6295760179305
冷凍さけ,冷凍さけ,2007,冷凍魚,1438859,1019057308,708.2398678397258
冷凍さば,冷凍さば,2007,冷凍魚,693378,304119670,438.60588308253216
冷凍さんま,冷凍さんま,2007,冷凍魚,17534,4473802,255.15010836089883
冷凍しらうお,冷凍しらうお,2007,冷凍魚,6466,6008709,929.2776059387566
冷凍すりみ,冷凍すりみ,2007,冷凍魚,1931033,610336880,316.067555551873
冷凍するめいか,冷凍するめいか,2007,冷凍魚,1405831,539289001,383.60869905415376
冷凍たい,冷凍たい,2007,冷凍魚,157501,122109722,775.2948997149224
冷凍たこ,冷凍たこ,2007,冷凍魚,173977,167832768,964.6836535863936
冷凍たら,冷凍たら,2007,冷凍魚,342598,252739436,737.714277374649
冷凍にしん,冷凍にしん,2007,冷凍魚,67660,18157561,268.36477978125924
冷凍ほっけ,冷凍ほっけ,2007,冷凍魚,169247,58056493,343.02819547761555
冷凍まぐろ,冷凍まぐろ,2007,冷凍魚,201006,592849678,2949.4128433977094
冷凍めるるーさ,冷凍メルルーサ,2007,冷凍魚,92395,74438914,805.6595486768764
冷凍めろー,冷凍メロー,2007,冷凍魚,117752,161061027,1367.7986531014335
冷凍もんこういか,冷凍もんこういか,2007,冷凍魚,53981,68091747,1261.4021044441563
冷凍やりいか,冷凍やりいか,2007,冷凍魚,161374,232332940,1439.7173026633782
冷凍食品その他,冷凍食品　その他,2007,冷凍魚,253120,265741792,1049.864854614412
冷凍食品ふらい,冷凍食品　フライ,2007,冷凍魚,55470,32867594,592.5291869478998
冷凍食品切身,冷凍食品　切身,2007,冷凍魚,248675,271677266,1092.4993103448276
冷凍食品開き,冷凍食品　開き,2007,冷凍魚,56354,40187090,713.1186783546865
塩かずのこ,塩かずのこ,2007,塩干,143015,420181054,2938.0208649442366
塩かれい,塩かれい,2007,塩干,501581,352505852,702.7894836526901
塩くじら,塩くじら,2007,塩干,16,63840,3990.0
塩くらげ,塩くらげ,2007,塩干,2980,2199826,738.196644295302
塩さけ,塩さけ,2007,塩干,1679325,1151582485,685.7412859333363
塩さば,塩さば,2007,塩干,495041,284523620,574.7475865635372
塩するめ,塩するめ,2007,塩干,31346,30277931,965.9264658967652
塩だら,塩だら,2007,塩干,15181,13388580,881.9300441341151
塩ます,塩ます,2007,塩干,320169,119108047,372.01617583213863
塩まだらこ,塩まだらこ,2007,塩干,72,95292,1323.5
干するめ,干するめ,2007,塩干,76496,88974703,1163.1288302656349
干はたはた,干はたはた,2007,塩干,220377,178564152,810.2667338243101
干ふぐ,干ふぐ,2007,塩干,34258,72897446,2127.895557242104
干ぶり,干ぶり,2007,塩干,19,59868,3150.9473684210525
桜干いわし,桜干いわし,2007,塩干,13588,14226011,1046.9540035325288
桜干にしん,桜干にしん,2007,塩干,13253,11107750,838.1309892099902
煮干いかなご,煮干いかなご,2007,塩干,1422,1900706,1336.6427566807313
煮干いわし,煮干いわし,2007,塩干,29649,27208942,917.7018449188843
生くじら,生くじら,2007,鮮魚,2025,3744907,1849.3367901234567
白皮かじき,白皮かじき,2007,鮮魚,46833,60134605,1284.0220570964918
皮くじら,皮くじら,2007,塩干,1181,2158553,1827.7332768839967
身欠にしん,身欠にしん,2007,塩干,437760,340086999,776.8800233004386
開きあじ,開きあじ,2007,塩干,428957,243102879,566.7301827455899
開きさば,開きさば,2007,塩干,17248,11114416,644.3886827458256
開きたら,開きたら,2007,塩干,43196,34151098,790.6078803592925
養殖かんぱち,養殖かんぱち,2007,鮮魚,663767,744655855,1121.8633270409646
養殖たい,養殖たい,2007,鮮魚,365082,432214187,1183.8824894133372
養殖はまち,養殖はまち,2007,鮮魚,1341,743084,554.1267710663684
養殖ぶり,養殖ぶり,2007,鮮魚,2294821,1867772289,813.9076158881237
養殖わらさ,養殖わらさ,2007,鮮魚,2164,1098176,507.4750462107209
魚介つくだに,魚介つくだに,2007,塩干,177900,100641209,565.7178695896571
黒皮かじき,黒皮かじき,2007,鮮魚,223124,140661523,630.4186147612986
あかいか,あかいか,2008,鮮魚,433561,584176380,1347.3914397282044
あからばちめ,あからばちめ,2008,鮮魚,422124,254652856,603.2655238745014
あさり,あさり,2008,鮮魚,467804,239435912,511.8295525476482
あなご,あなご,2008,鮮魚,71744,76566478,1067.2178579393399
あまえび,あまえび,2008,鮮魚,753231,1054317237,1399.7262951206203
あゆ,あゆ,2008,鮮魚,181303,231555374,1277.1734279079772
あら,あら,2008,鮮魚,12672,43108748,3401.8898358585857
あわび,あわび,2008,鮮魚,73029,512506791,7017.85305837407
あんこう,あんこう,2008,鮮魚,122879,104831883,853.130990649338
いくら,いくら,2008,塩干,144031,679909994,4720.580944380029
うなぎ,うなぎ,2008,鮮魚,280645,569476513,2029.17035044273
うに,うに,2008,鮮魚,80866,693977442,8581.819825390152
うに製品,うに製品,2008,塩干,31336,36783274,1173.8343757978043
うるめいわし,うるめいわし,2008,鮮魚,53144,14602276,274.76810176125247
かいみぬき,かいみぬき,2008,鮮魚,12599,37119910,2946.258433208985
かき,かき,2008,鮮魚,442954,342607168,773.4599258613762
かす漬たら,かす漬たら,2008,塩干,3865,3568273,923.2271668822768
かす漬ふぐ,かす漬ふぐ,2008,塩干,105,247821,2360.2
かたくちいわし,かたくちいわし,2008,鮮魚,35142,4900696,139.45410050651643
かつお,かつお,2008,鮮魚,142008,85631150,603.0022956453157
かながしら,かながしら,2008,鮮魚,21575,3918676,181.63040556199306
かます,かます,2008,鮮魚,164448,103188977,627.4869685250048
かまぼこ,かまぼこ,2008,塩干,164686,146922114,892.1348141311344
かれい,かれい,2008,鮮魚,1655375,816539299,493.2654528430114
かわはぎ,かわはぎ,2008,鮮魚,378620,282536746,746.2277375732925
かんぱち,かんぱち,2008,鮮魚,44322,44270834,998.8455845855332
きす,きす,2008,鮮魚,16579,20317504,1225.4963508052356
こうばこがに,こうばこがに,2008,鮮魚,383674,676292067,1762.6736943342526
このわた,このわた,2008,鮮魚,2903,30781212,10603.242163279367
こんぶ,こんぶ,2008,塩干,42664,32136752,753.2522032627039
さけ,さけ,2008,鮮魚,828753,662668538,799.5971513828607
さば,さば,2008,鮮魚,1783760,637801220,357.5599968605642
さめ,さめ,2008,鮮魚,423,21264,50.269503546099294
さより,さより,2008,鮮魚,66271,103797590,1566.2596007303346
さわら,さわら,2008,鮮魚,273142,178767784,654.4866186818577
さんま,さんま,2008,鮮魚,1186454,411429626,346.77250529729764
しいら,しいら,2008,鮮魚,57884,8262286,142.7386842650819
しおから,しおから,2008,塩干,91584,81287608,887.5743361285814
しじみ,しじみ,2008,鮮魚,173970,163657183,940.7207162154394
しらうお,しらうお,2008,鮮魚,3353,12109629,3611.580375782881
しらこ,しらこ,2008,鮮魚,238364,361581921,1516.93175563424
すき身,すき身,2008,塩干,50999,53879385,1056.4792446910724
すけこ,すけこ,2008,塩干,482025,1156481533,2399.2148394792803
すけそうだら,すけそうだら,2008,鮮魚,273240,87376287,319.77853535353535
すじこ,すじこ,2008,塩干,16394,52277775,3188.835854580944
すずき,すずき,2008,鮮魚,280542,211793833,754.9451882427586
すだこ,すだこ,2008,塩干,54702,96791018,1769.4237505027238
するめいか,するめいか,2008,鮮魚,1587009,518018985,326.41212809757224
ずわいがに,ずわいがに,2008,鮮魚,1767860,2234640959,1264.0372874548889
その他あじ,その他あじ,2008,鮮魚,72643,16672566,229.51373153641782
その他いか,その他いか,2008,鮮魚,216282,172419822,797.1991289150276
その他えび,その他えび,2008,鮮魚,248897,453726637,1822.9494007561361
その他かい,その他かい,2008,鮮魚,516725,470211222,909.9834960568968
その他かに,その他かに,2008,鮮魚,489469,947955873,1936.7025756483047
その他冷凍魚,その他　冷凍魚,2008,冷凍魚,2437454,1040321042,426.80643080854037
その他塩干加工品,その他塩干加工品,2008,塩干,2521185,2034557425,806.9845826466523
その他桜干,その他桜干,2008,塩干,389757,333986278,856.9089920129721
その他淡水魚,その他淡水魚,2008,鮮魚,53161,48660763,915.3470213126164
その他魚介漬物,その他魚介漬物,2008,塩干,237806,237898339,1000.3882955013751
その他鮮魚,その他鮮魚,2008,鮮魚,1054238,1379260010,1308.3004122408793
たい,たい,2008,鮮魚,1029719,925411261,898.7027150125423
たいはくちりめん,たいはくちりめん,2008,塩干,324541,405620808,1249.8291679633699
たこ,たこ,2008,鮮魚,445345,518700714,1164.7165994902828
たちうお,たちうお,2008,鮮魚,91427,74991854,820.2375009570477
たづくり,たづくり,2008,塩干,10301,11588117,1124.9506843995728
ちくわ,ちくわ,2008,塩干,176902,112116395,633.7768651569796
つばす,つばす,2008,鮮魚,146135,46525413,318.37282649604816
とびうお,とびうお,2008,鮮魚,136873,39651162,289.6930877528804
どじょう,どじょう,2008,鮮魚,24250,41432707,1708.565237113402
なまこ,なまこ,2008,鮮魚,55534,89892582,1618.6945294774373
にぎす,にぎす,2008,鮮魚,390593,133925661,342.8777807077956
にしん,にしん,2008,鮮魚,8921,2366233,265.24302208272616
ぬか漬いわし,ぬか漬いわし,2008,塩干,216,283972,1314.6851851851852
ぬか漬にしん,ぬか漬にしん,2008,塩干,27,76965,2850.5555555555557
ぬか漬ふぐ,ぬか漬ふぐ,2008,塩干,274,888918,3244.2262773722628
はたはた,はたはた,2008,鮮魚,885628,203694496,230.00006323196646
はまぐり,はまぐり,2008,鮮魚,280479,190887454,680.5766349708891
はまち,はまち,2008,鮮魚,1961260,615841848,314.0031653120953
はむそーせーじ,ハムソーセージ,2008,塩干,7189,7111447,989.2122687439144
ばいがい,ばいがい,2008,鮮魚,610586,538671662,882.2207878988381
ひらまさ,ひらまさ,2008,鮮魚,117999,97113774,823.0050593649099
ひらめ,ひらめ,2008,鮮魚,346343,668431820,1929.9706360457697
ふぐ,ふぐ,2008,鮮魚,225849,202833937,898.0953513188015
ぶり,ぶり,2008,鮮魚,821140,730477667,889.5896765472392
べにずわいがに,べにずわいがに,2008,鮮魚,81978,28551179,348.2785503427749
ほうぼう,ほうぼう,2008,鮮魚,23834,16023536,672.2973902827893
ほたて,ほたて,2008,鮮魚,508760,421421448,828.3305448541552
ぼうたら,ぼうたら,2008,塩干,10552,41007909,3886.2688589840786
ぼら,ぼら,2008,鮮魚,19745,3632854,183.98855406432008
まあじ,まあじ,2008,鮮魚,1648949,773757407,469.2427764594296
まいわし,まいわし,2008,鮮魚,693134,291420865,420.4394316250537
まかじき,まかじき,2008,鮮魚,502555,577121052,1148.3739133030215
まぐろ,まぐろ,2008,鮮魚,649211,1538834569,2370.3149962030834
まこ,まこ,2008,鮮魚,216678,224712800,1037.0817526467847
ます,ます,2008,鮮魚,23865,26630876,1115.89675256652
まだら,まだら,2008,鮮魚,1503296,828003515,550.7920695591554
みそ漬品,みそ漬品,2008,塩干,65209,59451059,911.7002100936987
めじ,めじ,2008,鮮魚,333551,288163424,863.9261282382604
めだい,めだい,2008,鮮魚,241915,188814183,780.4980385672653
もずく,もずく,2008,鮮魚,211559,100453814,474.8264739387121
やなぎばちめ,やなぎばちめ,2008,鮮魚,131512,165077344,1255.2264736297827
やりいか,やりいか,2008,鮮魚,530441,351648790,662.9366696767406
わかさぎ,わかさぎ,2008,鮮魚,21734,17392367,800.2377381061931
わかめ,わかめ,2008,塩干,143743,65655051,456.75303145196636
わらさ,わらさ,2008,鮮魚,1163293,506077030,435.0383179474131
丸干あじ,丸干あじ,2008,塩干,4103,1699094,414.1101632951499
丸干いか,丸干いか,2008,塩干,55746,77421525,1388.8265525777633
丸干いわし,丸干いわし,2008,塩干,191676,143920135,750.8510976856779
冷凍あかうお,冷凍あかうお,2008,冷凍魚,511333,249247844,487.4472095483765
冷凍あじ,冷凍あじ,2008,冷凍魚,245906,68827236,279.8924629736566
冷凍うなぎ,冷凍うなぎ,2008,冷凍魚,157267,371732947,2363.705971373524
冷凍えび,冷凍えび,2008,冷凍魚,1884392,2527798613,1341.439898386323
冷凍おひょう,冷凍おひょう,2008,冷凍魚,1135,2548350,2245.2422907488985
冷凍かい,冷凍かい,2008,冷凍魚,448125,453370133,1011.704620362622
冷凍かじき,冷凍かじき,2008,冷凍魚,819982,609720297,743.5776602413224
冷凍かに,冷凍かに,2008,冷凍魚,1602466,2238670966,1397.016202527854
冷凍かれい,冷凍かれい,2008,冷凍魚,949278,492895322,519.2317972185176
冷凍ぎんだら,冷凍ぎんだら,2008,冷凍魚,225948,333930492,1477.9085984385788
冷凍くじら,冷凍くじら,2008,冷凍魚,8873,16501322,1859.7229798264398
冷凍さけ,冷凍さけ,2008,冷凍魚,1397267,940169513,672.8631771880392
冷凍さば,冷凍さば,2008,冷凍魚,693831,318222303,458.64526520146836
冷凍さんま,冷凍さんま,2008,冷凍魚,19240,4509853,234.39984407484408
冷凍しらうお,冷凍しらうお,2008,冷凍魚,5926,5435924,917.3007087411407
冷凍すりみ,冷凍すりみ,2008,冷凍魚,1246627,593549725,476.124554497857
冷凍するめいか,冷凍するめいか,2008,冷凍魚,1381727,456061263,330.06611508641
冷凍たい,冷凍たい,2008,冷凍魚,114698,97484493,849.9232157491848
冷凍たこ,冷凍たこ,2008,冷凍魚,65301,62022818,949.7989004762561
冷凍たら,冷凍たら,2008,冷凍魚,280713,216089553,769.788192923021
冷凍にしん,冷凍にしん,2008,冷凍魚,66999,17774562,265.2959297899969
冷凍ほっけ,冷凍ほっけ,2008,冷凍魚,159460,54971149,344.7331556503198
冷凍まぐろ,冷凍まぐろ,2008,冷凍魚,182667,573300395,3138.50008485386
冷凍めるるーさ,冷凍メルルーサ,2008,冷凍魚,49217,43525052,884.3499603795436
冷凍めろー,冷凍メロー,2008,冷凍魚,80302,100661836,1253.5408333540884
冷凍もんこういか,冷凍もんこういか,2008,冷凍魚,67839,101085226,1490.0754138474917
冷凍やりいか,冷凍やりいか,2008,冷凍魚,106709,170651056,1599.2189599752598
冷凍食品その他,冷凍食品　その他,2008,冷凍魚,235378,269078524,1143.176184690158
冷凍食品ふらい,冷凍食品　フライ,2008,冷凍魚,52018,31736956,610.1148833096236
冷凍食品切身,冷凍食品　切身,2008,冷凍魚,275585,289345993,1049.9337518370012
冷凍食品開き,冷凍食品　開き,2008,冷凍魚,56936,43735803,768.1572818603344
塩かずのこ,塩かずのこ,2008,塩干,143574,446972388,3113.184754899912
塩かれい,塩かれい,2008,塩干,434977,335351323,770.9633451883662
塩くらげ,塩くらげ,2008,塩干,1654,1498098,905.7424425634824
塩さけ,塩さけ,2008,塩干,1919138,1262253904,657.7191968477514
塩さば,塩さば,2008,塩干,555729,327068373,588.5393294213546
塩するめ,塩するめ,2008,塩干,62688,34652197,552.7724125829504
塩だら,塩だら,2008,塩干,14753,13372737,906.4418762285637
塩にしん,塩にしん,2008,塩干,441,286157,648.8820861678005
塩ます,塩ます,2008,塩干,328102,141816879,432.2341192677887
塩まだらこ,塩まだらこ,2008,塩干,9,14175,1575.0
干するめ,干するめ,2008,塩干,70645,83674057,1184.4299950456507
干はたはた,干はたはた,2008,塩干,241371,174924011,724.7101391633627
干ふぐ,干ふぐ,2008,塩干,27435,63744309,2323.466703116457
干ぶり,干ぶり,2008,塩干,316,387100,1225.0
桜干いわし,桜干いわし,2008,塩干,11678,13928852,1192.7429354341498
桜干にしん,桜干にしん,2008,塩干,23569,18542258,786.7223047223047
煮干いかなご,煮干いかなご,2008,塩干,1916,2828490,1476.2473903966597
煮干いわし,煮干いわし,2008,塩干,24936,22008880,882.614693615656
生くじら,生くじら,2008,鮮魚,1845,2585747,1401.4888888888888
白皮かじき,白皮かじき,2008,鮮魚,70997,94221514,1327.1196529430822
皮くじら,皮くじら,2008,塩干,1010,2263170,2240.762376237624
身欠にしん,身欠にしん,2008,塩干,447219,347272155,776.5147612243666
開きあじ,開きあじ,2008,塩干,411953,227022264,551.0877794311486
開きさば,開きさば,2008,塩干,12911,9616429,744.8244907443266
開きたら,開きたら,2008,塩干,43187,37124868,859.6306295876074
養殖かんぱち,養殖かんぱち,2008,鮮魚,640904,778843901,1215.227087052039
養殖たい,養殖たい,2008,鮮魚,419869,425090778,1012.4366838228113
養殖はまち,養殖はまち,2008,鮮魚,4054,2696075,665.0407005426739
養殖ぶり,養殖ぶり,2008,鮮魚,2175587,1924858838,884.7537873686504
養殖わらさ,養殖わらさ,2008,鮮魚,1716,1206933,703.3409090909091
魚介つくだに,魚介つくだに,2008,塩干,163136,107628480,659.7469595919969
黒皮かじき,黒皮かじき,2008,鮮魚,215020,144202045,670.6448004836759
あかいか,あかいか,2009,鮮魚,381731,483406228,1266.3530810963741
あからばちめ,あからばちめ,2009,鮮魚,347532,195479305,562.4785775122866
あさり,あさり,2009,鮮魚,445414,222669048,499.91479387715697
あなご,あなご,2009,鮮魚,67972,67182956,988.3916318484082
あまえび,あまえび,2009,鮮魚,867334,1011080170,1165.7333507045728
あゆ,あゆ,2009,鮮魚,175244,212374194,1211.8771199013947
あら,あら,2009,鮮魚,12735,44563714,3499.3100903023164
あわび,あわび,2009,鮮魚,63464,379505938,5979.861622337073
あんこう,あんこう,2009,鮮魚,105664,81350226,769.8953853725016
いくら,いくら,2009,塩干,116770,556168187,4762.937286974394
うなぎ,うなぎ,2009,鮮魚,276005,536693083,1944.504929258528
うに,うに,2009,鮮魚,79071,576175539,7286.812345866373
うに製品,うに製品,2009,塩干,28813,33555981,1164.6125360080518
うるめいわし,うるめいわし,2009,鮮魚,111622,24136515,216.2343892780993
かいみぬき,かいみぬき,2009,鮮魚,10676,29089405,2724.747564630948
かき,かき,2009,鮮魚,421603,332228410,788.0124429854626
かす漬たら,かす漬たら,2009,塩干,1873,1832344,978.2936465563267
かす漬ふぐ,かす漬ふぐ,2009,塩干,96,152355,1587.03125
かたくちいわし,かたくちいわし,2009,鮮魚,23642,1819629,76.96595042720583
かつお,かつお,2009,鮮魚,102371,66534170,649.9318166277559
かながしら,かながしら,2009,鮮魚,16628,3750934,225.57938417127735
かます,かます,2009,鮮魚,139319,91193396,654.5653930906768
かまぼこ,かまぼこ,2009,塩干,144799,132411080,914.4474754659908
かれい,かれい,2009,鮮魚,1512773,709674851,469.1218385045212
かわはぎ,かわはぎ,2009,鮮魚,440978,291594111,661.2441232895973
かんぱち,かんぱち,2009,鮮魚,32571,36573450,1122.8838537349175
きす,きす,2009,鮮魚,19852,22802353,1148.6174188998589
こうばこがに,こうばこがに,2009,鮮魚,562373,606588677,1078.6233994164015
このわた,このわた,2009,鮮魚,2334,25880120,11088.311910882605
こんぶ,こんぶ,2009,塩干,41541,30270073,728.6794492188441
さけ,さけ,2009,鮮魚,844075,619144574,733.5184361579244
さば,さば,2009,鮮魚,2156922,663839609,307.77172702582664
さめ,さめ,2009,鮮魚,238,12277,51.58403361344538
さより,さより,2009,鮮魚,59915,91143910,1521.2202286572644
さわら,さわら,2009,鮮魚,307490,165449257,538.0638622394224
さんま,さんま,2009,鮮魚,1223381,401641016,328.30411458082153
しいら,しいら,2009,鮮魚,15649,2961487,189.24448846571667
しおから,しおから,2009,塩干,79608,75155160,944.0654205607476
