fish_key,fish_label,year,qty,amt,price,yoy_price,yoy_qty
あさり,あさり,2007,576989,254372931,440.8627044883005,-0.017669486362750453,-0.146463451075299
あさり,あさり,2008,467804,239435912,511.8295525476482,0.16097267320835695,-0.18923237704704943
あさり,あさり,2009,445414,222669048,499.91479387715697,-0.023278762648981655,-0.0478619250797343
あさり,あさり,2010,440218,223152105,506.9127227873463,0.013998243292453694,-0.011665551599186363
あさり,あさり,2011,353800,182286002,515.2232956472583,0.016394484664371545,-0.1963072841183232
あさり,あさり,2012,323810,161627946,499.14439331706865,-0.031207638447307118,-0.08476540418315437
あさり,あさり,2013,323487,156722369,484.4781057662286,-0.02938285543663044,-0.0009974985330903907
あさり,あさり,2014,273307,152741959,558.8658870793649,0.15354209081437853,-0.1551221532859126
あさり,あさり,2015,237959,140031390,588.468559709866,0.0529691886996444,-0.12933441148598468
あさり,あさり,2016,239879,141588477,590.2495716590448,0.0030265201424812815,0.008068616862568767
あさり,あさり,2017,216516,126272708,583.2026640063552,-0.011938861103926723,-0.09739493661387622
あさり,あさり,2018,169547,103642707,611.2918954626151,0.048163757111976846,-0.21693085037595372
あさり,あさり,2019,169906,102972523,606.055836756795,-0.008565562122916037,0.0021174069726979106
あさり,あさり,2020,143887,92710131,644.3259710745237,0.0631462185440288,-0.15313761727072617
あさり,あさり,2021,170435,105045402,616.3370317129697,-0.043439098558882616,0.18450589698860909
あさり,あさり,2022,126355,103327536,817.755814965771,0.3267997424931668,-0.2586323231730572
あさり,あさり,2023,146468,128354139,876.32888412486,0.07162660061492887,0.1591785050057377
あさり,あさり,2024,88269,74412964,843.02488982542,-0.038003990171679436,-0.3973495917196931
あなご,あなご,2000,104918,90757976,865.0372290741341,,
あなご,あなご,2001,112592,107345950,953.4065475344607,0.10215666504308718,0.07314283535713595
あなご,あなご,2002,112963,107163642,948.661437815922,-0.0049770055920108636,0.0032950831320164298
あなご,あなご,2003,111210,97666994,878.2213290171748,-0.0742521051144649,-0.015518355567752273
あなご,あなご,2004,97909,80673574,823.9648449070055,-0.061779966299484124,-0.11960255372718276
あなご,あなご,2005,84999,79703985,937.7049729996824,0.1380400253672398,-0.13185713264357724
あなご,あなご,2006,85086,81757327,960.8787227040876,0.024713263096252325,0.0010235414534287557
あなご,あなご,2007,82382,79063385,959.7167463766357,-0.0012092851053897569,-0.03177961121688644
あなご,あなご,2008,71744,76566478,1067.2178579393399,0.11201337474684014,-0.1291301497900027
あなご,あなご,2009,67972,67182956,988.3916318484082,-0.07386141967595528,-0.05257582515611059
あなご,あなご,2010,65928,60268602,914.1578995267564,-0.07510558560964953,-0.030071205790619615
あなご,あなご,2011,61169,55459634,906.6624270463797,-0.008199319268867078,-0.07218480766897217
あなご,あなご,2012,60982,61685953,1011.5436194286839,0.11567832663362276,-0.0030571040886723244
あなご,あなご,2013,55598,61840245,1112.2746321810137,0.09958148202172667,-0.0882883473811944
あなご,あなご,2014,59828,72138243,1205.7605636156984,0.08404932444730129,0.07608187344868522
あなご,あなご,2015,52192,70628040,1353.2349785407725,0.12230820892237881,-0.12763254663368317
あなご,あなご,2016,49556,70602415,1424.6996327387199,0.052810232761651976,-0.050505824647455566
あなご,あなご,2017,48438,65498481,1352.212746191007,-0.050878714981045015,-0.02256033578174188
あなご,あなご,2018,50901,65496634,1286.7455256281803,-0.04841488201264088,0.05084850737024649
あなご,あなご,2019,51229,68031077,1327.9797965995822,0.0320453968171146,0.0064438812597003015
あなご,あなご,2020,46108,59472091,1289.8432159278216,-0.02871774161731444,-0.09996291163208337
あなご,あなご,2021,44573,61092888,1370.6254458977407,0.06262949556377695,-0.03329140279344145
あなご,あなご,2022,44973,76798232,1707.6519689591532,0.2458925040901052,0.008974042581832098
あなご,あなご,2023,51843,114377658,2206.2314680863374,0.2919678647582258,0.1527583216596624
あなご,あなご,2024,48617,125629107,2584.057161075344,0.17125387723561425,-0.06222633721042381
あぶらぼうず,あぶらぼうず,2010,24,44793,1866.375,,
あぶらぼうず,あぶらぼうず,2016,20,40630,2031.5,0.08847364543567071,-0.16666666666666663
あぶらぼうず,あぶらぼうず,2017,17,54108,3182.823529411765,0.5667356777808343,-0.15000000000000002
あぶらぼうず,あぶらぼうず,2019,46,32983,717.0217391304348,-0.7747214909954648,1.7058823529411766
あぶらぼうず,あぶらぼうず,2022,116,218657,1884.9741379310344,1.62889398613915,1.5217391304347827
あぶらぼうず,あぶらぼうず,2023,114,257947,2262.6929824561403,0.20038409913660327,-0.017241379310344862
あまえび,あまえび,2000,604482,1080804660,1787.984853146992,,
あまえび,あまえび,2001,766283,1290912883,1684.6424662950894,-0.05779824514173704,0.26766884704590055
あまえび,あまえび,2002,622626,1238839418,1989.7007481216654,0.1810819137769144,-0.18747251341867166
あまえび,あまえび,2003,633888,1236702690,1950.9798103134938,-0.019460684147968088,0.018087905098727042
あまえび,あまえび,2004,647791,1173074335,1810.8839656617645,-0.07180794178962724,0.021932896663132917
あまえび,あまえび,2005,742175,1141865456,1538.539368747263,-0.15039317928632523,0.14570131415842447
あまえび,あまえび,2006,719019,1135275246,1578.9224568474547,0.02624767940327266,-0.031200188634755932
あまえび,あまえび,2007,684979,1082920316,1580.9540380070046,0.0012866883682218777,-0.047342281636507555
あまえび,あまえび,2008,753231,1054317237,1399.7262951206203,-0.11463188589267592,0.0996410108923047
あまえび,あまえび,2009,867334,1011080170,1165.7333507045728,-0.16717049985539023,0.15148473708596688
あまえび,あまえび,2010,657664,966654403,1469.8301914047295,0.26086312149889146,-0.2417407826742639
あまえび,あまえび,2011,616728,931190441,1509.8883802908251,0.027253616860197782,-0.062244550408719346
あまえび,あまえび,2012,529339,902112273,1704.2240851325898,0.12870865646660112,-0.1416977987054261
あまえび,あまえび,2013,513400,851303377,1658.167855473315,-0.02702474989120429,-0.030111138608717614
あまえび,あまえび,2014,538893,866218228,1607.4030057915022,-0.030615024597327234,0.04965523957927531
あまえび,あまえび,2015,803586,948014931,1179.73052168654,-0.266064255550133,0.4911791394581113
あまえび,あまえび,2016,732314,946451399,1292.4119967664144,0.0955145882966435,-0.0886924361549355
あまえび,あまえび,2017,620709,880114587,1417.918198382817,0.097110056182097,-0.1524004730211358
あまえび,あまえび,2018,751892,868982180,1155.7273916998718,-0.1849125055182892,0.2113438020070597
あまえび,あまえび,2019,636498,892790949,1402.6610437110564,0.21366081117796187,-0.1534715092061094
あまえび,あまえび,2020,518469,701192922,1352.4297923308818,-0.03581139691972657,-0.18543498958362792
あまえび,あまえび,2021,553117,692967932,1252.8415000804532,-0.07363657087055919,0.06682752488576948
あまえび,あまえび,2022,524898,877428852,1671.6178228913045,0.334261215631793,-0.05101813901941177
あまえび,あまえび,2023,477133,928380466,1945.7477600585162,0.1639907958704725,-0.09099863211519188
あまえび,あまえび,2024,398532,908644776,2279.979464635211,0.17177545385772075,-0.16473603796006564
あゆ,あゆ,2000,335748,393623463,1172.3776850495015,,
あゆ,あゆ,2001,286071,394217879,1378.0420909494496,0.17542504307497486,-0.14795918367346939
あゆ,あゆ,2002,247153,374856954,1516.6999955493156,0.10061949886039612,-0.13604315012706636
あゆ,あゆ,2003,199598,291399644,1459.9326846962394,-0.037428173679473264,-0.19241117850076672
あゆ,あゆ,2004,229344,291968996,1273.0614099344216,-0.1279999254216979,0.1490295493942826
あゆ,あゆ,2005,207617,266120087,1281.7837026833063,0.006851431267038466,-0.09473541928282403
あゆ,あゆ,2006,199710,261892817,1311.3655650693506,0.023078669454227985,-0.03808454991643262
あゆ,あゆ,2007,188908,257415493,1362.650035996358,0.03910768460989389,-0.054088428220920304
あゆ,あゆ,2008,181303,231555374,1277.1734279079772,-0.06272821768641501,-0.0402576915747348
あゆ,あゆ,2009,175244,212374194,1211.8771199013947,-0.051125639306118686,-0.033419193284170645
あゆ,あゆ,2010,164619,185769127,1128.4792581658253,-0.06881709404857417,-0.06062975051927599
あゆ,あゆ,2011,150403,181467339,1206.5406873533107,0.0691740044157858,-0.08635698187936991
あゆ,あゆ,2012,144975,163454020,1127.4634937058113,-0.06554042849641861,-0.03608970565746694
あゆ,あゆ,2013,134302,154670722,1151.6635790978542,0.021464185339163944,-0.07361958958441106
あゆ,あゆ,2014,118705,155829422,1312.7452255591593,0.13986866423915822,-0.11613378802996233
あゆ,あゆ,2015,114773,159477961,1389.5076455263868,0.058474727976657315,-0.03312413124973679
あゆ,あゆ,2016,99905,143830821,1439.6759021070015,0.03610505976137279,-0.12954266247288126
あゆ,あゆ,2017,98614,138971574,1409.247916117387,-0.021135302706034365,-0.012922276162354196
あゆ,あゆ,2018,95470,129805534,1359.6473656646067,-0.03519646890054273,-0.03188188289695171
あゆ,あゆ,2019,102193,138145987,1351.8145763408452,-0.005760897657410391,0.0704200272336859
あゆ,あゆ,2020,98898,104173919,1053.3470747638983,-0.22079026724571404,-0.03224291291967163
あゆ,あゆ,2021,85852,97250741,1132.7719913339236,0.07540241813253057,-0.13191368885113952
あゆ,あゆ,2022,84365,128821302,1526.9519587506668,0.3479782078232416,-0.01732050505521132
あゆ,あゆ,2023,70629,140437224,1988.379051097991,0.30218834960915086,-0.1628163337877082
あゆ,あゆ,2024,61325,132479239,2160.2811088463104,0.08645336393651637,-0.13173059224964245
あら,あら,2000,57956,135674392,2340.98957830078,,
あら,あら,2001,78723,168500384,2140.4212745957343,-0.08567671789920117,0.35832355580095254
あら,あら,2002,71569,152548982,2131.495228381003,-0.004170228693142319,-0.09087560179363086
あら,あら,2003,53013,124045531,2339.9077773376343,0.0977776286719314,-0.2592742667914879
あら,あら,2004,46201,119972053,2596.741477457198,0.10976231739004305,-0.12849678380774532
あら,あら,2005,35343,94473164,2673.037489743372,0.029381443223560844,-0.23501655808315836
あら,あら,2006,21585,60315576,2794.3282835302293,0.045375642598451504,-0.38927085985909515
あら,あら,2007,17745,59515357,3353.9226260918567,0.20026077317395963,-0.17790132036136208
あら,あら,2008,12672,43108748,3401.8898358585857,0.0143018236000938,-0.285883347421809
あら,あら,2009,12735,44563714,3499.3100903023164,0.028637098537655392,0.004971590909090828
あら,あら,2010,14027,44273567,3156.3104726598704,-0.09801921201353525,0.10145268943855523
あら,あら,2011,19957,58418437,2927.2153630305156,-0.07258319852048423,0.4227561132102373
あら,あら,2012,14791,48219359,3260.0472584679874,0.11370256512076193,-0.25885654156436333
あら,あら,2013,18739,56893291,3036.090026148674,-0.06869754164992037,0.26691907240889723
あら,あら,2014,19105,52659741,2756.3329494896625,-0.09214386735886337,0.019531458455627204
あら,あら,2015,16335,61442732,3761.4161003979184,0.3646450444581988,-0.14498822297827796
あら,あら,2016,18791,70146885,3733.0043637911767,-0.007553468121683227,0.15035200489745937
あら,あら,2017,20215,69466486,3436.383180806332,-0.07945910427053493,0.07578095896971959
あら,あら,2018,23430,69547134,2968.29423815621,-0.13621558424118663,0.1590403165965868
あら,あら,2019,24394,77594845,3180.8987865868658,0.07162515956056881,0.04114383269312838
あら,あら,2020,20760,56080958,2701.3948940269747,-0.1507447815007038,-0.14897105845699765
あら,あら,2021,30675,62551744,2039.1766585167074,-0.24513936743365106,0.47760115606936426
あら,あら,2022,30712,99634952,3244.1700963792655,0.5909215529855405,0.0012061939690302115
あら,あら,2023,40573,131275680,3235.54284869248,-0.002659308060454002,0.32107970825735865
あら,あら,2024,16314,74910825,4591.812247149687,0.4191783147008208,-0.5979099401079535
あわび,あわび,2000,64634,470522199,7279.7939010427945,,
あわび,あわび,2001,75839,540221558,7123.268476641306,-0.021501353819792457,0.17336076987344118
あわび,あわび,2002,87909,580119841,6599.094984586333,-0.07358609236389835,0.15915294241748978
あわび,あわび,2003,83179,579431839,6966.083254186754,0.05561190897503421,-0.05380563992310228
あわび,あわび,2004,79261,565113489,7129.7799548327675,0.023499101959143065,-0.04710323519157478
あわび,あわび,2005,73243,570445144,7788.39130019251,0.09237470855090235,-0.07592636984140999
あわび,あわび,2006,75758,589569487,7782.273647667573,-0.000785483457255931,0.03433775241319981
あわび,あわび,2007,71873,547967705,7624.110653513837,-0.020323494304410494,-0.05128171282240823
あわび,あわび,2008,73029,512506791,7017.85305837407,-0.07951846748975921,0.016083925813587863
あわび,あわび,2009,63464,379505938,5979.861622337073,-0.14790726272024346,-0.13097536595051285
あわび,あわび,2010,57354,360776134,6290.339540398229,0.05192058573753644,-0.0962750535736796
あわび,あわび,2011,57962,356670584,6153.524447051516,-0.021750033121113677,0.010600829933396172
あわび,あわび,2012,60429,353644292,5852.228102401165,-0.04896321567304707,0.04256236844829364
あわび,あわび,2013,52190,325508155,6236.9832343360795,0.06574506755419351,-0.13634182263482764
あわび,あわび,2014,45849,315204807,6874.84584178499,0.10227101524617299,-0.1214983713355049
あわび,あわび,2015,45318,344250433,7596.328898009621,0.10494534318711435,-0.011581495779624418
あわび,あわび,2016,45378,319873454,7049.086649918463,-0.07204035731451097,0.0013239772275916994
あわび,あわび,2017,44878,309710679,6901.169370292794,-0.020983892945532157,-0.011018555247035988
あわび,あわび,2018,44581,287654077,6452.391758821022,-0.06502921278872065,-0.006617941976023833
あわび,あわび,2019,45913,277814536,6050.890510312984,-0.062225181531972096,0.02987819923285695
あわび,あわび,2020,35606,213369755,5992.52246812335,-0.009646190439267177,-0.22448979591836737
あわび,あわび,2021,31955,189066018,5916.633328117666,-0.012663972544011193,-0.10253889793854964
あわび,あわび,2022,36246,239423163,6605.505793742758,0.11642980516493351,0.13428258488499445
あわび,あわび,2023,37343,232912045,6237.100527541976,-0.05577245372334161,0.030265408596810595
あわび,あわび,2024,27710,170862892,6166.109418982317,-0.011382068999236772,-0.25795999250194146
あんこう,あんこう,2000,113358,105265899,928.6146456359498,,
あんこう,あんこう,2001,164402,151250483,920.0039111446333,-0.009272667119545108,0.4502902309497345
あんこう,あんこう,2002,182807,154363698,844.4080259508662,-0.08216909110713844,0.11195119280787336
あんこう,あんこう,2003,201147,143767588,714.738912337743,-0.15356215197872625,0.10032438582767611
あんこう,あんこう,2004,204227,147814468,723.7753480196056,0.012642988265892052,0.015312184621197433
あんこう,あんこう,2005,152833,126901602,830.3285416107777,0.14721860019510613,-0.2516513487442894
あんこう,あんこう,2006,190976,129069865,675.8433782255362,-0.1860530568846296,0.24957306340908048
あんこう,あんこう,2007,195249,141350800,723.9514671009839,0.07118230410388593,0.022374539209115252
あんこう,あんこう,2008,122879,104831883,853.130990649338,0.17843671767894187,-0.37065490732346895
あんこう,あんこう,2009,105664,81350226,769.8953853725016,-0.09756485954575844,-0.1400971687595114
あんこう,あんこう,2010,100917,70257441,696.190344540563,-0.09573383895044063,-0.0449254239854634
あんこう,あんこう,2011,107973,70549719,653.4014892612042,-0.06146143165429341,0.06991884419869798
あんこう,あんこう,2012,104293,67796577,650.0587479504857,-0.005115907088761307,-0.03408259472275477
あんこう,あんこう,2013,98450,62936001,639.2686744540376,-0.016598612864555884,-0.05602485305821103
あんこう,あんこう,2014,87902,61961931,704.8978521535346,0.10266290266068023,-0.10714068054850179
あんこう,あんこう,2015,61960,51477743,830.8221917366043,0.1786419680502047,-0.2951241154922527
あんこう,あんこう,2016,52388,43896346,837.9084141406429,0.008529168424385558,-0.15448676565526143
あんこう,あんこう,2017,61691,46425725,752.5526413901541,-0.10186766394753233,0.177578834847675
あんこう,あんこう,2018,61645,42030790,681.8199367345284,-0.0939903745802615,-0.0007456517158094256
あんこう,あんこう,2019,63579,36642495,576.3301561836455,-0.15471794658294968,0.031373185173168894
あんこう,あんこう,2020,47858,26140057,546.2003635755777,-0.052278702207050554,-0.24726717941458654
あんこう,あんこう,2021,47427,25774578,543.4579037257258,-0.005020977708434682,-0.009005808851184738
あんこう,あんこう,2022,47359,28846083,609.0940053632889,0.12077495089792367,-0.0014337824445990188
あんこう,あんこう,2023,43129,29931544,694.0004173525933,0.13939787822843974,-0.08931776431090188
あんこう,あんこう,2024,28465,23270447,817.5108730019322,0.17796884924146705,-0.3400032460757263
いくら,いくら,2000,255747,1334368434,5217.533085432087,,
いくら,いくら,2001,255653,1066422229,4171.365988273167,-0.20050991149053388,-0.00036755074350824923
いくら,いくら,2002,332664,1301884135,3913.5107345549864,-0.06181554302429504,0.3012325300309404
いくら,いくら,2003,256196,856964340,3344.955971209543,-0.14527998053647728,-0.22986557006468988
いくら,いくら,2004,275067,778929160,2831.7797482068004,-0.15341793058554876,0.0736584489999843
いくら,いくら,2005,233701,658257324,2816.6645585598694,-0.005337699606229096,-0.15038517888369018
いくら,いくら,2006,168279,574014339,3411.087176653058,0.21103777384024403,-0.2799388962820014
いくら,いくら,2007,124653,511927152,4106.817742051936,0.20396153172535603,-0.2592480345141105
いくら,いくら,2008,144031,679909994,4720.580944380029,0.14944982730629564,0.1554555445917869
いくら,いくら,2009,116770,556168187,4762.937286974394,0.008972697024672627,-0.18927175399740337
いくら,いくら,2010,161856,538924771,3329.6558113384735,-0.3009238604832434,0.3861094459193286
いくら,いくら,2011,158577,707922211,4464.21745272013,0.34074442094529234,-0.020258748517200442
いくら,いくら,2012,161249,902800192,5598.79560183319,0.2541493914956452,0.01684985842839759
いくら,いくら,2013,135764,749342976,5519.452697327716,-0.014171423668242977,-0.15804749176739086
いくら,いくら,2014,151059,753617011,4988.891830344435,-0.09612562985459694,0.11265873132789261
いくら,いくら,2015,187613,962508994,5130.289446893339,0.028342489947139615,0.2419849197995485
いくら,いくら,2016,208388,1160288970,5567.926032209149,0.08530446280780923,0.1107332647524426
いくら,いくら,2017,155082,1139899300,7350.3004861944,0.3201146070681673,-0.25580167763978734
いくら,いくら,2018,101872,782877106,7684.909553164755,0.04552318202484784,-0.3431088069537406
いくら,いくら,2019,115674,676678100,5849.872054221346,-0.2387845278136962,0.13548374430658083
いくら,いくら,2020,81674,556484279,6813.481389426255,0.16472314715149294,-0.29392949150197967
いくら,いくら,2021,87052,734487693,8437.344265496486,0.2383308595500504,0.06584714841932571
いくら,いくら,2022,87197,798498800,9157.411378831841,0.08534286271569891,0.0016656710931397534
いくら,いくら,2023,89559,688040070,7682.534083676683,-0.16105832032013612,0.027088087892932045
いくら,いくら,2024,104872,807232321,7697.31025440537,0.0019233459386900353,0.17098225750622498
うなぎ,うなぎ,2000,275297,319550570,1160.748464385736,,
うなぎ,うなぎ,2001,300397,336989345,1121.8132837544981,-0.03354316790058587,0.09117425907292853
うなぎ,うなぎ,2002,275582,362491463,1315.3669797011416,0.1725364628406394,-0.08260734960735294
うなぎ,うなぎ,2003,287857,381910426,1326.73662964597,0.008643709413635792,0.04454209636333295
うなぎ,うなぎ,2004,319349,466371885,1460.3831075093394,0.10073323889386554,0.10940154312731676
うなぎ,うなぎ,2005,287736,450840907,1566.8561007312258,0.0729075765628886,-0.09899201187415652
うなぎ,うなぎ,2006,307941,523736514,1700.7690239364033,0.08546599980858649,0.0702206189006589
うなぎ,うなぎ,2007,304517,512032438,1681.4576460427497,-0.011354497654806561,-0.011119013057696137
うなぎ,うなぎ,2008,280645,569476513,2029.17035044273,0.20679242514273843,-0.07839299612172723
うなぎ,うなぎ,2009,276005,536693083,1944.504929258528,-0.04172415645918026,-0.01653334283525454
うなぎ,うなぎ,2010,297800,637349160,2140.191940899933,0.10063590413011902,0.07896596076158047
うなぎ,うなぎ,2011,249636,717835822,2875.5300597670207,0.34358512655546414,-0.16173270651443927
うなぎ,うなぎ,2012,163246,579291863,3548.5822807296963,0.23406196665431733,-0.34606386899325414
うなぎ,うなぎ,2013,158001,591580601,3744.1573217891028,0.05511357088194391,-0.032129424304424004
うなぎ,うなぎ,2014,160359,646280430,4030.2099040278376,0.07639972299616082,0.014923956177492537
うなぎ,うなぎ,2015,207070,736260451,3555.611392282803,-0.11776024649999384,0.29129016768625404
うなぎ,うなぎ,2016,191335,710850611,3715.2147333211383,0.044887734746475116,-0.07598879605930364
うなぎ,うなぎ,2017,196288,672208299,3424.602110164656,-0.07822229508028866,0.025886534089424318
うなぎ,うなぎ,2018,172752,705069807,4081.39880869686,0.1917877398319494,-0.11990544506031953
うなぎ,うなぎ,2019,171398,695261578,4056.415932507964,-0.00612115535871216,-0.007837825321848624
うなぎ,うなぎ,2020,161311,601610001,3729.5038838020964,-0.08059135309227217,-0.058851328486913546
うなぎ,うなぎ,2021,182903,586616004,3207.2519532211063,-0.14003254772014684,0.13385324001463017
うなぎ,うなぎ,2022,178326,714848287,4008.659909379451,0.2498737136486815,-0.025024193151561236
うなぎ,うなぎ,2023,158991,646551437,4066.591423413904,0.014451591141195319,-0.10842501934658999
うなぎ,うなぎ,2024,160555,677491092,4219.682302014886,0.037645994559360574,0.009837034800711963
うに,うに,2000,100368,749354896,7466.073808385143,,
うに,うに,2001,113356,900746205,7946.171398073327,0.0643038901047277,0.12940379403794044
うに,うに,2002,107416,880798721,8199.883825500856,0.03192888936287552,-0.0524012844489925
うに,うに,2003,92102,780702502,8476.49890338972,0.03373402401490333,-0.14256721531243022
うに,うに,2004,84387,674469969,7992.581428419069,-0.057089310160487794,-0.08376582484636597
うに,うに,2005,87265,682646684,7822.685887812983,-0.0212566543272229,0.03410477917214738
うに,うに,2006,80997,667474712,8240.733755571195,0.0534404517519349,-0.07182719303271645
うに,うに,2007,79131,712585804,9005.140892949667,0.09275959642085141,-0.02303789029223302
うに,うに,2008,80866,693977442,8581.819825390152,-0.0470088222485161,0.02192566756391301
うに,うに,2009,79071,576175539,7286.812345866373,-0.15090126638319445,-0.022197215146044114
うに,うに,2010,69082,554444903,8025.895356243305,0.10142747957496057,-0.12632950133424392
うに,うに,2011,68532,533772798,7788.6651199439675,-0.029558102338675174,-0.007961552937089222
うに,うに,2012,62260,580333414,9321.127754577577,0.19675549160658168,-0.09151929025856531
うに,うに,2013,52505,573328184,10919.496886010857,0.17147808436037426,-0.15668165756504981
うに,うに,2014,40232,557273359,13851.495302246967,0.2685103944662819,-0.2337491667460242
うに,うに,2015,44607,655044107,14684.782814356491,0.06015866835505834,0.10874428315768547
うに,うに,2016,42803,675718589,15786.710954839615,0.07503877683542104,-0.04044208308113073
うに,うに,2017,46630,672122118,14413.94205447137,-0.08695724551461459,0.08940962082097048
うに,うに,2018,39739,672624735,16926.06092251944,0.1742839577510844,-0.14778039888483807
うに,うに,2019,41140,645742967,15696.231575109383,-0.07265892241790395,0.03525503913032546
うに,うに,2020,30446,501572802,16474.177297510345,0.04956257931582786,-0.25994166261545937
うに,うに,2021,27714,574681336,20736.138269466697,0.2587055423156359,-0.08973264139788473
うに,うに,2022,28998,732256309,25251.95906614249,0.21777539954607628,0.04633037453994371
うに,うに,2023,32968,825342958,25034.668709051202,-0.008604891070912224,0.13690599351679422
うに,うに,2024,29020,788504855,27171.083907649896,0.08533826524440014,-0.11975248726037369
うに製品,うに製品,2000,24824,32236863,1298.61678214631,,
